"CONCEPT_CD","CNT"
"CPT4:43236",3755
"CPT4:77402",3751
"CPT4:69610",3725
"CPT4:S0032",3723
"CPT4:92201",3716
"CPT4:93613",3688
"CPT4:29881",3683
"CPT4:11981",3677
"CPT4:86765",3674
"CPT4:82725",3661
"CPT4:A9541",3656
"CPT4:93564",3642
"CPT4:86709",3638
"CPT4:D2335",3628
"CPT4:37249",3610
"CPT4:43247",3610
"CPT4:92550",3609
"CPT4:J1441",3606
"CPT4:L4360",3597
"CPT4:90645",3585
"CPT4:92546",3577
"CPT4:72131",3565
"CPT4:82626",3549
"CPT4:36221",3543
"CPT4:94681",3543
"CPT4:37236",3543
"CPT4:82108",3532
"CPT4:73200",3528
"CPT4:96154",3527
"CPT4:54830",3474
"CPT4:B4088",3458
"CPT4:A9539",3441
"CPT4:D0145",3437
"CPT4:52310",3414
"CPT4:Q0161",3404
"CPT4:87581",3399
"CPT4:72125",3391
"CPT4:96112",3387
"CPT4:A9551",3367
"CPT4:D0160",3365
"CPT4:J0153",3359
"CPT4:D1354",3353
"CPT4:62322",3351
"CPT4:90717",3345
"CPT4:80201",3342
"CPT4:G0480",3334
"CPT4:99226",3331
"CPT4:12013",3330
"CPT4:12032",3324
"CPT4:51726",3321
"CPT4:73510",3320
"CPT4:D9241",3314
"CPT4:87807",3309
"CPT4:36561",3290
"CPT4:43248",3278
"CPT4:77002",3276
"CPT4:42821",3276
"CPT4:36591",3276
"CPT4:86805",3270
"CPT4:99395",3268
"CPT4:74160",3246
"CPT4:81406",3243
"CPT4:C1760",3236
"CPT4:83897",3200
"CPT4:J2354",3189
"CPT4:J2501",3173
"CPT4:12031",3172
"CPT4:Q5105",3164
"CPT4:D2940",3156
"CPT4:87533",3148
"CPT4:93316",3137
"CPT4:A9552",3127
"CPT4:36592",3113
"CPT4:84202",3113
"CPT4:92284",3106
"CPT4:J1626",3106
"CPT4:94780",3067
"CPT4:42200",3065
"CPT4:31500",3061
"CPT4:31760",3057
"CPT4:36224",3054
"CPT4:36406",3037
"CPT4:92275",3035
"CPT4:80186",3033
"CPT4:D0210",3026
"CPT4:83630",3021
"CPT4:96156",2983
"CPT4:93886",2968
"CPT4:87103",2936
"CPT4:86039",2934
"CPT4:33948",2916
"CPT4:95941",2915
"CPT4:49495",2913
"CPT4:93532",2908
"CPT4:D2332",2898
"CPT4:14060",2870
"CPT4:86902",2869
"CPT4:86870",2868
"CPT4:54324",2866
"CPT4:92588",2865
"CPT4:99463",2864
"CPT4:71552",2846
"CPT4:36005",2832
"CPT4:33820",2831
"CPT4:90774",2816
"CPT4:A9562",2815
"CPT4:FMATH",2812
"CPT4:22802",2811
"CPT4:42210",2798
"CPT4:95115",2795
"CPT4:J2400",2776
"CPT4:99350",2768
"CPT4:87185",2767
"CPT4:80352",2756
"CPT4:71035",2754
"CPT4:95018",2752
"CPT4:70487",2748
"CPT4:87661",2746
"CPT4:93556",2736
"CPT4:95938",2731
"CPT4:93271",2724
"CPT4:20930",2710
"CPT4:45378",2707
"CPT4:93272",2706
"CPT4:83150",2692
"CPT4:95885",2689
"CPT4:88350",2688
"CPT4:V5275",2682
"CPT4:69421",2681
"CPT4:95719",2670
"CPT4:C1877",2658
"CPT4:81415",2655
"CPT4:69930",2654
"CPT4:11440",2646
"CPT4:33961",2637
"CPT4:88319",2631
"CPT4:69200",2618
"CPT4:J7189",2615
"CPT4:83945",2613
"CPT4:77075",2599
"CPT4:75716",2589
"CPT4:J3535",2588
"CPT4:93790",2583
"CPT4:27165",2580
"CPT4:92082",2579
"CPT4:87207",2577
"CPT4:86353",2577
"CPT4:64405",2571
"CPT4:90836",2565
"CPT4:63200",2547
"CPT4:J2550",2545
"CPT4:11406",2545
"CPT4:99443",2544
"CPT4:J0475",2543
"CPT4:61781",2537
"CPT4:D2390",2534
"CPT4:90760",2533
"CPT4:10061",2532
"CPT4:95165",2524
"CPT4:51729",2518
"CPT4:J1630",2505
"CPT4:78607",2493
"CPT4:97124",2488
"CPT4:97542",2486
"CPT4:91065",2485
"CPT4:V5264",2463
"CPT4:26727",2461
"CPT4:95939",2458
"CPT4:J0278",2450
"CPT4:97750",2449
"CPT4:20606",2449
"CPT4:15850",2440
"CPT4:76880",2439
"CPT4:36226",2439
"CPT4:37248",2429
"CPT4:86834",2425
"CPT4:22849",2422
"CPT4:36560",2419
"CPT4:95079",2414
"CPT4:J9000",2410
"CPT4:11402",2408
"CPT4:82136",2408
"CPT4:70496",2407
"CPT4:86835",2403
"CPT4:54692",2398
"CPT4:12052",2394
"CPT4:85306",2385
"CPT4:33530",2385
"CPT4:J1610",2378
"CPT4:55040",2377
"CPT4:D9996",2369
"CPT4:82726",2363
"CPT4:99236",2361
"CPT4:91117",2353
"CPT4:A4300",2353
"CPT4:D9248",2347
"CPT4:85732",2340
"CPT4:20553",2328
"CPT4:86708",2321
"CPT4:27687",2314
"CPT4:J2212",2308
"CPT4:J1364",2303
"CPT4:43870",2295
"CPT4:33681",2295
"CPT4:86777",2294
"CPT4:11443",2293
"CPT4:30300",2293
"CPT4:80168",2291
"CPT4:93541",2291
"CPT4:90765",2285
"CPT4:86735",2277
"CPT4:74174",2273
"CPT4:80203",2266
"CPT4:99150",2264
"CPT4:99148",2263
"CPT4:20936",2250
"CPT4:FREAD",2250
"CPT4:81405",2249
"CPT4:36558",2249
"CPT4:P9033",2248
"CPT4:29105",2248
"CPT4:69209",2244
"CPT4:92626",2238
"CPT4:71550",2231
"CPT4:93580",2219
"CPT4:80200",2218
"CPT4:87633",2217
"CPT4:23350",2212
"CPT4:C1892",2209
"CPT4:67345",2209
"CPT4:73222",2181
"CPT4:43520",2179
"CPT4:J7608",2176
"CPT4:44500",2173
"CPT4:70260",2166
"CPT4:93555",2166
"CPT4:94617",2160
"CPT4:78608",2160
"CPT4:74176",2152
"CPT4:26561",2146
"CPT4:82180",2143
"CPT4:86769",2130
"CPT4:73020",2126
"CPT4:D2393",2118
"CPT4:J2820",2116
"CPT4:64999",2101
"CPT4:87535",2095
"CPT4:71101",2093
"CPT4:74340",2090
"CPT4:54322",2087
"CPT4:11730",2082
"CPT4:32557",2080
"CPT4:58300",2079
"CPT4:62230",2077
"CPT4:J1190",2066
"CPT4:86215",2065
"CPT4:93463",2062
"CPT4:J3410",2062
"CPT4:11422",2058
"CPT4:49580",2051
"CPT4:33947",2048
"CPT4:20552",2048
"CPT4:87522",2045
"CPT4:95870",2039
"CPT4:84207",2036
"CPT4:85303",2034
"CPT4:96121",2031
"CPT4:25575",2029
"CPT4:11770",2022
"CPT4:J7525",2015
"CPT4:16020",2014
"CPT4:93270",2010
"CPT4:43246",2010
"CPT4:92583",2008
"CPT4:73220",2006
"CPT4:70481",2005
"CPT4:82656",2005
"CPT4:92992",1993
"CPT4:10120",1989
"CPT4:87276",1985
"CPT4:54300",1984
"CPT4:27095",1981
"CPT4:87801",1979
"CPT4:93799",1979
"CPT4:C1758",1977
"CPT4:72220",1975
"CPT4:24575",1974
"CPT4:B4081",1974
"CPT4:92025",1969
"CPT4:D8060",1968
"CPT4:92990",1965
"CPT4:85307",1960
"CPT4:74283",1959
"CPT4:J0878",1955
"CPT4:87275",1948
"CPT4:20615",1940
"CPT4:87502",1936
"CPT4:J7131",1930
"CPT4:93650",1929
"CPT4:36572",1928
"CPT4:J7121",1926
"CPT4:54160",1925
"CPT4:49491",1925
"CPT4:95811",1918
"CPT4:56700",1918
"CPT4:92312",1916
"CPT4:95708",1915
"CPT4:C1788",1910
"CPT4:72128",1908
"CPT4:80339",1903
"CPT4:J1559",1903
"CPT4:97804",1900
"CPT4:D7220",1898
"CPT4:82375",1892
"CPT4:83050",1892
"CPT4:73218",1889
"CPT4:V5266",1889
"CPT4:83900",1888
"CPT4:45385",1888
"CPT4:95956",1883
"CPT4:C1887",1872
"CPT4:C1729",1866
"CPT4:91038",1848
"CPT4:86790",1848
"CPT4:40700",1845
"CPT4:25565",1833
"CPT4:87210",1830
"CPT4:62201",1827
"CPT4:D0340",1825
"CPT4:92620",1824
"CPT4:33800",1823
"CPT4:50200",1820
"CPT4:20670",1816
"CPT4:21235",1812
"CPT4:11200",1808
"CPT4:92558",1806
"CPT4:78306",1802
"CPT4:J0129",1802
"CPT4:43752",1796
"CPT4:17111",1796
"CPT4:Q5103",1796
"CPT4:96040",1796
"CPT4:92311",1792
"CPT4:95940",1790
"CPT4:50544",1790
"CPT4:J3380",1788
"CPT4:L3906",1763
"CPT4:29914",1761
"CPT4:22899",1760
"CPT4:90461",1759
"CPT4:86666",1759
"CPT4:26720",1756
"CPT4:26587",1755
"CPT4:90887",1747
"CPT4:22800",1746
"CPT4:31267",1745
"CPT4:23500",1742
"CPT4:36584",1741
"CPT4:J9185",1741
"CPT4:64615",1740
"CPT4:3083F",1740
"CPT4:15852",1727
"CPT4:80302",1719
"CPT4:54520",1719
"CPT4:82373",1719
"CPT4:92593",1711
"CPT4:84585",1711
"CPT4:36593",1710
"CPT4:78815",1708
"CPT4:29130",1707
"CPT4:D1353",1705
"CPT4:73223",1704
"CPT4:L1830",1700
"CPT4:93307",1698
"CPT4:11423",1696
"CPT4:99234",1691
"CPT4:C2625",1689
"CPT4:27485",1686
"CPT4:27685",1683
"CPT4:93544",1681
"CPT4:J3262",1677
"CPT4:81404",1676
"CPT4:36598",1674
"CPT4:33463",1674
"CPT4:94690",1668
"CPT4:33425",1667
"CPT4:D1510",1667
"CPT4:46505",1666
"CPT4:93582",1666
"CPT4:85660",1665
"CPT4:J9260",1660
"CPT4:A9503",1652
"CPT4:31599",1652
"CPT4:80324",1650
"CPT4:96158",1647
"CPT4:81407",1646
"CPT4:24579",1640
"CPT4:27475",1638
"CPT4:J3243",1636
"CPT4:S2900",1634
"CPT4:36227",1634
"CPT4:86940",1630
"CPT4:86705",1624
"CPT4:29879",1623
"CPT4:67332",1623
"CPT4:20550",1622
"CPT4:33619",1621
"CPT4:36822",1620
"CPT4:J0834",1618
"CPT4:62370",1615
"CPT4:86762",1613
"CPT4:21320",1603
"CPT4:J1050",1599
"CPT4:81408",1598
"CPT4:62311",1593
"CPT4:J3285",1591
"CPT4:30802",1590
"CPT4:54360",1588
"CPT4:86677",1586
"CPT4:43313",1585
"CPT4:92310",1584
"CPT4:90732",1584
"CPT4:96152",1583
"CPT4:36573",1581
"CPT4:94644",1577
"CPT4:43310",1572
"CPT4:93462",1568
"CPT4:70460",1567
"CPT4:70355",1565
"CPT4:93542",1564
"CPT4:11403",1562
"CPT4:70498",1556
"CPT4:42835",1555
"CPT4:92235",1554
"CPT4:82131",1553
"CPT4:85250",1550
"CPT4:29515",1550
"CPT4:83916",1547
"CPT4:J8700",1546
"CPT4:99357",1543
"CPT4:93621",1540
"CPT4:36410",1539
"CPT4:78700",1538
"CPT4:J9060",1538
"CPT4:87290",1537
"CPT4:54450",1531
"CPT4:28116",1531
"CPT4:11100",1530
"CPT4:93543",1529
"CPT4:95829",1529
"CPT4:78707",1527
"CPT4:20206",1527
"CPT4:67808",1521
"CPT4:30520",1521
"CPT4:99441",1520
"CPT4:29010",1518
"CPT4:86200",1517
"CPT4:S0039",1517
"CPT4:54600",1514
"CPT4:J9208",1510
"CPT4:42831",1508
"CPT4:85335",1508
"CPT4:11982",1505
"CPT4:33670",1501
"CPT4:93244",1499
"CPT4:69205",1497
"CPT4:82523",1494
"CPT4:96369",1494
"CPT4:29886",1492
"CPT4:69620",1492
"CPT4:27606",1482
"CPT4:82610",1480
"CPT4:J1300",1479
"CPT4:82232",1474
"CPT4:96167",1468
"CPT4:54326",1465
"CPT4:29887",1462
"CPT4:33917",1460
"CPT4:11760",1458
"CPT4:27502",1454
"CPT4:33202",1454
"CPT4:89190",1450
"CPT4:49406",1450
"CPT4:13121",1446
"CPT4:41115",1445
"CPT4:84481",1444
"CPT4:97607",1436
"CPT4:82088",1433
"CPT4:99358",1433
"CPT4:33853",1427
"CPT4:95920",1425
"CPT4:10160",1423
"CPT4:J2280",1419
"CPT4:84377",1418
"CPT4:J0636",1417
"CPT4:22843",1416
"CPT4:62368",1414
"CPT4:J1459",1414
"CPT4:83695",1413
"CPT4:J0743",1412
"CPT4:25606",1411
"CPT4:29806",1406
"CPT4:99442",1406
"CPT4:88239",1404
"CPT4:82270",1403
"CPT4:47562",1401
"CPT4:75960",1400
"CPT4:J1756",1400
"CPT4:86367",1398
"CPT4:11420",1394
"CPT4:99001",1393
"CPT4:11750",1393
"CPT4:29873",1390
"CPT4:70160",1387
"CPT4:96164",1386
"CPT4:37205",1385
"CPT4:92700",1385
"CPT4:11421",1379
"CPT4:C1732",1377
"CPT4:70557",1377
"CPT4:82239",1367
"CPT4:95992",1366
"CPT4:92606",1364
"CPT4:61626",1363
"CPT4:37799",1359
"CPT4:42962",1359
"CPT4:96165",1358
"CPT4:93788",1354
"CPT4:33767",1349
"CPT4:49450",1347
"CPT4:D9242",1347
"CPT4:80346",1347
"CPT4:30140",1346
"CPT4:S5551",1345
"CPT4:86658",1345
"CPT4:96409",1344
"CPT4:J0882",1344
"CPT4:20220",1343
"CPT4:82760",1341
"CPT4:D7270",1339
"CPT4:92020",1333
"CPT4:J7511",1324
"CPT4:35271",1320
"CPT4:77003",1317
"CPT4:81455",1317
"CPT4:97163",1316
"CPT4:P9016",1314
"CPT4:J1750",1314
"CPT4:45100",1312
"CPT4:92136",1310
"CPT4:93620",1309
"CPT4:92928",1309
"CPT4:88329",1309
"CPT4:44620",1304
"CPT4:33690",1302
"CPT4:92986",1302
"CPT4:P9056",1298
"CPT4:29875",1294
"CPT4:61711",1293
"CPT4:62223",1290
"CPT4:83903",1287
"CPT4:31502",1284
"CPT4:86778",1282
"CPT4:11446",1282
"CPT4:43241",1279
"CPT4:36516",1279
"CPT4:J9310",1273
"CPT4:95718",1273
"CPT4:40812",1272
"CPT4:29916",1267
"CPT4:97763",1265
"CPT4:J9035",1264
"CPT4:49650",1260
"CPT4:52332",1258
"CPT4:54512",1258
"CPT4:21501",1255
"CPT4:53450",1254
"CPT4:36522",1252
"CPT4:36011",1247
"CPT4:83835",1245
"CPT4:61343",1245
"CPT4:J2430",1245
"CPT4:37238",1243
"CPT4:93925",1238
"CPT4:26562",1237
"CPT4:67210",1237
"CPT4:27605",1236
"CPT4:94452",1235
"CPT4:C1733",1235
"CPT4:86603",1234
"CPT4:92568",1231
"CPT4:J9206",1230
"CPT4:J1652",1228
"CPT4:96120",1228
"CPT4:64646",1228
"CPT4:78598",1227
"CPT4:84252",1227
"CPT4:J7298",1226
"CPT4:90672",1225
"CPT4:97167",1224
"CPT4:94727",1222
"CPT4:93295",1222
"CPT4:27827",1219
"CPT4:64448",1219
"CPT4:25605",1218
"CPT4:84425",1217
"CPT4:29710",1215
"CPT4:95908",1211
"CPT4:J9045",1210
"CPT4:Q4050",1210
"CPT4:J1743",1210
"CPT4:21555",1209
"CPT4:66982",1207
"CPT4:82747",1204
"CPT4:49083",1202
"CPT4:21011",1201
"CPT4:95783",1198
"CPT4:33647",1198
"CPT4:36514",1198
"CPT4:75898",1198
"CPT4:93784",1196
"CPT4:42826",1193
"CPT4:31237",1193
"CPT4:86753",1192
"CPT4:21013",1192
"CPT4:36581",1190
"CPT4:90772",1188
"CPT4:87260",1185
"CPT4:11401",1177
"CPT4:11983",1177
"CPT4:C1757",1172
"CPT4:28344",1171
"CPT4:28345",1167
"CPT4:75822",1166
"CPT4:90807",1165
"CPT4:0298T",1163
"CPT4:72120",1162
"CPT4:39010",1159
"CPT4:33415",1158
"CPT4:D7282",1157
"CPT4:92548",1156
"CPT4:97004",1155
"CPT4:96151",1155
"CPT4:J0282",1154
"CPT4:29874",1154
"CPT4:96159",1153
"CPT4:61624",1150
"CPT4:61510",1149
"CPT4:J2265",1147
"CPT4:27146",1146
"CPT4:57420",1144
"CPT4:64449",1143
"CPT4:90833",1140
"CPT4:87536",1140
"CPT4:74430",1139
"CPT4:78891",1139
"CPT4:43194",1139
"CPT4:87281",1138
"CPT4:85230",1138
"CPT4:92081",1137
"CPT4:0296T",1137
"CPT4:15740",1137
"CPT4:39503",1135
"CPT4:13132",1134
"CPT4:45990",1133
"CPT4:12041",1133
"CPT4:37246",1126
"CPT4:54620",1125
"CPT4:38230",1124
"CPT4:20926",1121
"CPT4:27001",1116
"CPT4:93931",1110
"CPT4:0297T",1110
"CPT4:90675",1107
"CPT4:70559",1107
"CPT4:31541",1106
"CPT4:80156",1105
"CPT4:J0638",1099
"CPT4:J1030",1094
"CPT4:94453",1094
"CPT4:35211",1092
"CPT4:99153",1091
"CPT4:29325",1090
"CPT4:11426",1090
"CPT4:90957",1089
"CPT4:28238",1086
"CPT4:81265",1086
"CPT4:Q9958",1085
"CPT4:83864",1084
"CPT4:99051",1079
"CPT4:82164",1078
"CPT4:73551",1075
"CPT4:67904",1071
"CPT4:84560",1070
"CPT4:72192",1069
"CPT4:82127",1067
"CPT4:20225",1062
"CPT4:33617",1061
"CPT4:13101",1060
"CPT4:Q0164",1057
"CPT4:C1896",1055
"CPT4:95909",1055
"CPT4:83497",1054
"CPT4:87517",1051
"CPT4:95721",1049
"CPT4:S0017",1049
"CPT4:84260",1048
"CPT4:26567",1045
"CPT4:84302",1041
"CPT4:81450",1038
"CPT4:54304",1037
"CPT4:30460",1037
"CPT4:90766",1036
"CPT4:27427",1031
"CPT4:68815",1031
"CPT4:20950",1028
"CPT4:J0800",1027
"CPT4:62310",1026
"CPT4:85302",1025
"CPT4:27635",1023
"CPT4:33840",1023
"CPT4:52005",1022
"CPT4:90470",1021
"CPT4:38510",1019
"CPT4:27686",1018
"CPT4:82384",1018
"CPT4:19350",1016
"CPT4:86682",1014
"CPT4:82016",1011
"CPT4:82528",1011
"CPT4:99152",1010
"CPT4:43761",1006
"CPT4:84035",1005
"CPT4:74450",1004
"CPT4:77012",1000
"CPT4:54060",998
"CPT4:99309",996
"CPT4:29505",989
"CPT4:A4301",988
"CPT4:31579",988
"CPT4:S0073",987
"CPT4:78290",986
"CPT4:82003",985
"CPT4:31770",985
"CPT4:75650",985
"CPT4:94621",984
"CPT4:J9351",984
"CPT4:J3105",984
"CPT4:64486",984
"CPT4:90804",984
"CPT4:62252",983
"CPT4:86480",982
"CPT4:84375",980
"CPT4:90733",975
"CPT4:84080",974
"CPT4:75860",969
"CPT4:54332",962
"CPT4:80196",962
"CPT4:82575",959
"CPT4:28190",959
"CPT4:33924",957
"CPT4:36100",957
"CPT4:90767",956
"CPT4:90690",954
"CPT4:91010",953
"CPT4:D2931",952
"CPT4:49000",950
"CPT4:25111",950
"CPT4:70336",949
"CPT4:82668",948
"CPT4:82438",947
"CPT4:33477",944
"CPT4:33608",943
"CPT4:22804",942
"CPT4:87110",941
"CPT4:90620",938
"CPT4:20205",935
"CPT4:75625",933
"CPT4:82543",933
"CPT4:19300",931
"CPT4:86079",931
"CPT4:J2358",930
"CPT4:78320",929
"CPT4:87140",924
"CPT4:D0270",923
"CPT4:64463",921
"CPT4:43830",918
"CPT4:29851",917
"CPT4:J3246",916
"CPT4:51702",915
"CPT4:J2796",915
"CPT4:74425",913
"CPT4:80178",912
"CPT4:69300",911
"CPT4:86999",906
"CPT4:61559",905
"CPT4:81240",905
"CPT4:31238",903
"CPT4:21040",902
"CPT4:77412",901
"CPT4:J0895",901
"CPT4:54344",901
"CPT4:C1874",900
"CPT4:80162",899
"CPT4:84681",898
"CPT4:43215",896
"CPT4:27690",894
"CPT4:64446",893
"CPT4:86606",892
"CPT4:80285",890
"CPT4:75630",889
"CPT4:90688",885
"CPT4:75574",882
"CPT4:42810",879
"CPT4:J0280",878
"CPT4:78315",877
"CPT4:36217",877
"CPT4:64493",876
"CPT4:24999",871
"CPT4:97168",869
"CPT4:J3411",869
"CPT4:87530",869
"CPT4:91022",868
"CPT4:J9266",868
"CPT4:94781",868
"CPT4:73010",867
"CPT4:31623",866
"CPT4:92273",862
"CPT4:64611",855
"CPT4:31601",854
"CPT4:64445",854
"CPT4:92592",853
"CPT4:81401",849
"CPT4:92618",848
"CPT4:24685",848
"CPT4:92019",847
"CPT4:43200",846
"CPT4:22216",844
"CPT4:27258",844
"CPT4:82530",843
"CPT4:21014",842
"CPT4:22844",842
"CPT4:J1110",840
"CPT4:11012",840
"CPT4:51610",840
"CPT4:96170",840
"CPT4:70371",838
"CPT4:73592",838
"CPT4:27599",837
"CPT4:78813",836
"CPT4:44055",836
"CPT4:36216",836
"CPT4:90954",834
"CPT4:B4087",833
"CPT4:33750",833
"CPT4:80150",832
"CPT4:L1620",832
"CPT4:11104",831
"CPT4:30903",830
"CPT4:31520",829
"CPT4:70552",828
"CPT4:94657",828
"CPT4:11400",827
"CPT4:67901",827
"CPT4:34502",825
"CPT4:75891",825
"CPT4:93314",825
"CPT4:92522",825
"CPT4:85611",824
"CPT4:62323",824
"CPT4:86022",823
"CPT4:60280",823
"CPT4:27691",819
"CPT4:36215",819
"CPT4:84442",815
"CPT4:J9312",815
"CPT4:47135",814
"CPT4:11042",814
"CPT4:32555",813
"CPT4:27355",812
"CPT4:29877",811
"CPT4:33475",809
"CPT4:62161",809
"CPT4:95712",807
"CPT4:13151",807
"CPT4:93312",806
"CPT4:27299",801
"CPT4:33697",801
"CPT4:11424",799
"CPT4:43314",798
"CPT4:21899",797
"CPT4:88273",797
"CPT4:73722",795
"CPT4:19303",795
"CPT4:33430",794
"CPT4:24545",792
"CPT4:J1220",792
"CPT4:43270",792
"CPT4:61210",791
"CPT4:27506",789
"CPT4:36416",789
"CPT4:L3020",787
"CPT4:42226",787
"CPT4:11404",787
"CPT4:27395",786
"CPT4:91110",786
"CPT4:95900",785
"CPT4:93280",785
"CPT4:J2271",784
"CPT4:81416",782
"CPT4:33427",780
"CPT4:99058",778
"CPT4:73725",774
"CPT4:96411",771
"CPT4:11444",769
"CPT4:67028",768
"CPT4:25574",768
"CPT4:44382",767
"CPT4:23515",767
"CPT4:72110",766
"CPT4:20605",766
"CPT4:74420",766
"CPT4:75984",766
"CPT4:27176",763
"CPT4:80230",762
"CPT4:20694",762
"CPT4:74250",761
"CPT4:83937",760
"CPT4:C1765",759
"CPT4:80361",755
"CPT4:91020",755
"CPT4:33774",755
"CPT4:29837",752
"CPT4:12042",751
"CPT4:35472",751
"CPT4:76519",750
"CPT4:42225",746
"CPT4:13131",745
"CPT4:36575",744
"CPT4:83088",744
"CPT4:75966",743
"CPT4:32124",742
"CPT4:29834",742
"CPT4:J2326",741
"CPT4:36228",740
"CPT4:30130",740
"CPT4:30100",737
"CPT4:Q5106",736
"CPT4:90967",735
"CPT4:92283",734
"CPT4:43266",734
"CPT4:76514",732
"CPT4:D3310",730
"CPT4:45330",729
"CPT4:29740",729
"CPT4:37252",728
"CPT4:32551",727
"CPT4:27418",725
"CPT4:31635",724
"CPT4:95974",724
"CPT4:13102",722
"CPT4:85270",722
"CPT4:50360",721
"CPT4:84143",719
"CPT4:42960",718
"CPT4:J3489",718
"CPT4:27709",716
"CPT4:72202",715
"CPT4:A9557",714
"CPT4:33692",713
"CPT4:44120",713
"CPT4:44188",712
"CPT4:42815",711
"CPT4:V5160",711
"CPT4:71100",711
"CPT4:84597",710
"CPT4:62225",710
"CPT4:33726",708
"CPT4:A6025",706
"CPT4:95904",706
"CPT4:J1950",706
"CPT4:95991",705
"CPT4:67412",704
"CPT4:J9999",704
"CPT4:36600",704
"CPT4:61782",703
"CPT4:A4371",702
"CPT4:G0364",702
"CPT4:30600",702
"CPT4:22842",701
"CPT4:62320",700
"CPT4:93248",699
"CPT4:Q0169",699
"CPT4:95886",698
"CPT4:62350",695
"CPT4:78832",695
"CPT4:J9226",695
"CPT4:29700",695
"CPT4:62163",693
"CPT4:28300",690
"CPT4:J7192",689
"CPT4:86849",687
"CPT4:66984",685
"CPT4:52400",685
"CPT4:93293",685
"CPT4:33802",683
"CPT4:93978",682
"CPT4:86828",682
"CPT4:96020",681
"CPT4:61518",681
"CPT4:95957",680
"CPT4:J7504",680
"CPT4:87071",680
"CPT4:76775",679
"CPT4:D1208",676
"CPT4:40720",676
"CPT4:50394",676
"CPT4:26600",676
"CPT4:81379",674
"CPT4:81403",674
"CPT4:J9245",674
"CPT4:J9019",674
"CPT4:85291",674
"CPT4:80198",673
"CPT4:90714",671
"CPT4:77401",671
"CPT4:74248",671
"CPT4:24635",671
"CPT4:99403",670
"CPT4:76080",670
"CPT4:99151",669
"CPT4:38206",669
"CPT4:J0881",668
"CPT4:G0483",668
"CPT4:Q4012",668
"CPT4:24582",667
"CPT4:50365",667
"CPT4:99355",664
"CPT4:95910",663
"CPT4:50590",663
"CPT4:38240",662
"CPT4:L3002",661
"CPT4:43244",661
"CPT4:31720",661
"CPT4:S0088",660
"CPT4:24665",659
"CPT4:V2501",659
"CPT4:26750",658
"CPT4:19120",658
"CPT4:11044",657
"CPT4:27752",656
"CPT4:90738",654
"CPT4:33660",653
"CPT4:81228",653
"CPT4:17000",652
"CPT4:33953",651
"CPT4:36510",650
"CPT4:24530",649
"CPT4:51102",649
"CPT4:Q0166",649
"CPT4:80345",646
"CPT4:26746",646
"CPT4:Q9952",645
"CPT4:95075",645
"CPT4:76999",643
"CPT4:87476",643
"CPT4:45915",642
"CPT4:95805",641
"CPT4:C1773",640
"CPT4:54340",640
"CPT4:D8999",639
"CPT4:55060",638
"CPT4:67840",638
"CPT4:30930",638
"CPT4:70210",636
"CPT4:13122",634
"CPT4:74360",634
"CPT4:J2175",633
"CPT4:93610",632
"CPT4:21141",630
"CPT4:96168",630
"CPT4:93979",630
"CPT4:74175",629
"CPT4:90968",628
"CPT4:88334",628
"CPT4:11901",628
"CPT4:50782",627
"CPT4:57335",627
"CPT4:95970",626
"CPT4:99143",624
"CPT4:31588",623
"CPT4:11740",622
"CPT4:82365",622
"CPT4:13152",622
"CPT4:49605",621
"CPT4:A9558",621
"CPT4:95044",621
"CPT4:54550",618
"CPT4:J0714",618
"CPT4:82492",618
"CPT4:40819",616
"CPT4:28232",616
"CPT4:31254",616
"CPT4:86707",616
"CPT4:15240",616
"CPT4:58925",616
"CPT4:87385",615
"CPT4:33778",615
"CPT4:29884",614
"CPT4:J2783",613
"CPT4:95937",612
"CPT4:87350",611
"CPT4:87899",610
"CPT4:36222",609
"CPT4:99308",609
"CPT4:86078",609
"CPT4:31255",606
"CPT4:62319",606
"CPT4:35820",605
"CPT4:10180",603
"CPT4:93526",602
"CPT4:38207",601
"CPT4:J9150",600
"CPT4:57410",600
"CPT4:83893",600
"CPT4:99144",599
"CPT4:S2115",599
"CPT4:51703",598
"CPT4:84430",597
"CPT4:70370",597
"CPT4:93602",596
"CPT4:78231",595
"CPT4:10080",595
"CPT4:81445",594
"CPT4:93453",594
"CPT4:50405",593
"CPT4:20982",593
"CPT4:88364",592
"CPT4:J7609",592
"CPT4:44386",592
"CPT4:29999",591
"CPT4:67036",591
"CPT4:58661",589
"CPT4:73092",588
"CPT4:37202",587
"CPT4:26725",585
"CPT4:V5261",584
"CPT4:Q9949",584
"CPT4:93454",584
"CPT4:93289",583
"CPT4:22212",583
"CPT4:76645",582
"CPT4:27540",582
"CPT4:51040",581
"CPT4:36218",579
"CPT4:82128",579
"CPT4:93016",578
"CPT4:J7187",578
"CPT4:J0695",577
"CPT4:G2212",577
"CPT4:78258",576
"CPT4:93619",571
"CPT4:95925",571
"CPT4:42720",570
"CPT4:70555",568
"CPT4:81380",568
"CPT4:21030",568
"CPT4:84378",567
"CPT4:90632",567
"CPT4:70150",567
"CPT4:43220",566
"CPT4:90775",565
"CPT4:28470",564
"CPT4:33213",564
"CPT4:99195",564
"CPT4:21110",564
"CPT4:11960",564
"CPT4:62272",563
"CPT4:95961",562
"CPT4:52356",562
"CPT4:12034",562
"CPT4:33282",562
"CPT4:80329",559
"CPT4:90989",559
"CPT4:40806",559
"CPT4:36299",555
